,content,score,thumbsUpCount,at
12926,good app👍,5,0,2025-01-29 18:34:02
12927,Awesome❤️,5,0,2025-01-28 23:24:00
12928,Best IA 😌,5,0,2025-02-02 03:18:06
12929,Cool app.,5,0,2025-01-29 16:14:49
12930,Best app.,5,0,2025-01-29 19:04:57
12931,Great AI.,5,0,2025-02-03 01:27:42
12932,Cool app🤳,5,0,2025-01-31 03:35:33
12933,Too good👍,5,0,2025-01-31 16:15:28
12934,👍good app,5,0,2025-01-29 02:07:41
12935,Good app✅,5,0,2025-01-30 10:25:19
12936,"Greater , cheaper 🎉",5,0,2025-02-03 08:27:14
12937,Awesome app...,5,0,2025-01-31 03:35:10
12938,Very Excellent ❤️❤️❤️❤️❤️❤️,5,0,2025-02-03 07:03:43
12939,Superb 👌✨,5,0,2025-01-29 05:03:30
12940,Great 👍 👌,5,0,2025-02-03 09:01:38
12941,Wow amazing...,5,0,2025-01-30 05:38:07
12942,Outstanding 😍😊,5,0,2025-01-29 15:58:06
12943,Good ❣️,5,0,2025-01-29 07:18:50
12944,Good ❤️,5,0,2025-01-29 09:05:21
12945,Intelligent streak...,5,0,2025-01-29 10:45:01
12946,Awesome 👍😎,5,0,2025-01-31 03:38:13
12947,Perfect 👌🏿,5,0,2025-02-02 10:05:59
12948,Good app..,5,0,2025-01-29 17:02:11
12949,Amazing 😍🤩,5,0,2025-02-03 14:25:06
12950,amazing 😍🥰,5,0,2025-01-29 12:59:07
12951,This app has some limitation,5,0,2025-02-03 12:33:28
12952,Good AI.,5,0,2025-01-29 17:19:21
12953,Best AI.,5,0,2025-01-31 14:46:41
12954,Good ai.,5,0,2025-01-30 17:38:00
12955,so good.,5,0,2025-01-29 07:06:27
12956,Good experience 🥰,5,0,2025-01-31 12:42:53
12957,Excellent!,5,0,2025-01-28 19:03:43
12958,Legendary!,5,0,2025-02-01 16:38:56
12959,Good,3,0,2025-01-29 22:33:09
12960,Nice,3,0,2025-01-31 15:45:21
12961,very good 👍👍,5,0,2025-01-28 19:35:27
12962,Loading slow.,4,0,2025-01-29 14:36:25
12963,very impressive..,5,0,2025-02-02 02:19:39
12964,good apps💟💟,5,0,2025-01-30 05:51:00
12965,Great App😍😍,5,0,2025-01-30 14:54:07
12966,Incredible app 👍👍👍,5,0,2025-01-30 07:04:44
12967,I give 5,4,0,2025-01-31 15:20:00
12968,Good experience,4,0,2025-01-29 06:52:11
12969,Nice❤️❤️,5,0,2025-01-29 19:30:31
12970,Server issue,2,1,2025-02-03 09:54:48
12971,Nice ❤️❤️,5,0,2025-01-29 04:36:50
12972,Amazingggg 😭😭♥️♥️,5,0,2025-01-30 10:57:30
12973,Wow amazing🥰🥰,5,0,2025-01-31 01:30:37
12974,Amazing app.....,5,0,2025-01-29 22:19:18
12975,Awesome apps ❤️❤️❤️❤️❤️❤️❤️❤️,5,0,2025-01-29 11:56:18
12976,Amazing 😍😍.,5,0,2025-01-29 08:20:28
12977,Good,1,0,2025-01-30 20:26:57
12978,Good,1,0,2025-01-28 16:47:23
12979,Cool,1,0,2025-01-30 18:16:27
12980,Answer nahi de raha hai,1,0,2025-01-29 08:34:57
12981,تطبيق فاشل لا انصح بتحميله,1,0,2025-02-02 13:12:19
12982,It says the server is busy all the time,1,0,2025-02-03 04:44:34
12983,Login nhi ho raha hai,1,0,2025-01-29 14:25:05
12984,This is not telling anything about Arunachal Pradesh,1,0,2025-02-03 14:51:45
12985,سي جدا خادم دونا معطل,1,0,2025-02-03 00:13:42
12986,Very nice 👍👍👍,5,0,2025-01-29 15:26:10
12987,Very good 👍👍👍,5,0,2025-01-29 06:17:51
12988,🥰🥰🥰 good App,5,0,2025-01-29 17:33:50
12989,Well done💊💊💊,5,0,2025-01-29 12:08:14
12990,Love you 😘😘😘,5,0,2025-01-30 16:44:13
12991,Amazing😍😍,3,0,2025-01-29 12:47:03
12992,WOW 😲😲 Amazing,5,0,2025-01-30 15:03:55
12993,Wow Amazing 😍😍😍,5,0,2025-01-28 18:01:01
12994,LOVE FOR PAKISTAN ✅🇵🇰🇵🇰🇵🇰🇵🇰,5,0,2025-01-28 17:35:15
12995,Amazing 🤩,3,0,2025-01-29 11:20:52
12996,It's good,1,0,2025-01-31 12:02:47
12997,Excellent tool👍👍,5,0,2025-02-03 04:40:05
12998,Amazing!!,5,14,2025-01-30 02:01:26
12999,Good 😊👍🏾,5,0,2025-01-31 22:20:03
13000,Good 😊👍🏻,5,0,2025-01-30 01:43:32
13001,Good 😊,3,0,2025-02-03 04:28:16
13002,Excellent work 👍👍,5,0,2025-01-30 03:01:02
13003,DeepSeek Excellent 👏👏👏,5,0,2025-02-01 08:16:54
13004,بیشتر اوقات سرویسش قطع هست,2,0,2025-02-01 14:05:58
13005,Server busy problem,2,0,2025-02-03 03:58:18
13006,Excellent!!!! 💯,5,0,2025-01-28 22:53:38
13007,10/10🤝✌️👍,3,0,2025-02-01 21:20:10
13008,fantastic,4,0,2025-01-30 17:04:31
13009,Awesome,4,0,2025-01-29 17:25:45
13010,Nice,4,0,2025-02-02 01:50:57
13011,Incredible,4,0,2025-01-28 21:20:41
13012,Great,4,0,2025-01-29 06:51:12
13013,Nice,4,0,2025-01-30 08:52:17
13014,Good,4,0,2025-01-28 16:18:49
13015,Excellent,4,0,2025-01-31 12:51:43
13016,Good,4,0,2025-01-29 07:17:41
13017,Good,4,0,2025-01-31 17:37:48
13018,Excellent,4,0,2025-01-29 08:20:54
13019,Good,4,0,2025-02-01 14:09:47
13020,Good,4,0,2025-01-29 16:39:32
13021,refreshing,4,0,2025-01-30 02:19:18
13022,Good,4,0,2025-02-01 07:00:29
13023,Nice,4,0,2025-01-30 08:38:49
13024,Good,4,0,2025-01-29 13:26:58
13025,Easy,4,0,2025-01-30 14:44:13
13026,Good,4,0,2025-01-29 18:38:22
13027,Best,4,0,2025-01-28 22:21:45
13028,Better,4,0,2025-01-29 11:51:17
13029,Good,4,0,2025-01-29 03:58:07
13030,Fine,4,0,2025-01-29 10:09:14
13031,Good,4,0,2025-01-28 15:38:04
13032,Nice,4,0,2025-01-30 19:20:29
13033,Great,4,0,2025-01-30 17:21:51
13034,Good,4,0,2025-01-29 01:22:19
13035,Nice,4,0,2025-01-29 03:11:29
13036,Nice,4,0,2025-01-30 08:07:14
13037,Good,4,0,2025-01-30 14:28:44
13038,Good,4,0,2025-01-31 20:22:16
13039,Nice,4,0,2025-01-29 15:52:39
13040,Good,4,0,2025-01-28 16:42:27
13041,Good,4,0,2025-01-30 06:03:23
13042,Good,4,0,2025-01-28 18:10:48
13043,Good,4,0,2025-02-01 15:45:49
13044,Good,4,0,2025-02-01 18:20:27
13045,Nice,4,0,2025-01-29 00:48:48
13046,Amazing,4,0,2025-01-29 12:15:10
13047,Best,4,0,2025-01-30 16:34:14
13048,fantastic!,5,0,2025-02-02 04:37:25
13049,Always crashing...,1,0,2025-01-29 15:28:52
13050,Too much censord from China ..,1,1,2025-02-03 07:47:34
13051,لا يعمل جيدا لا انصح به,1,0,2025-02-01 05:34:59
13052,the server is busy...that's the app,2,0,2025-02-03 16:00:19
13053,Good,2,0,2025-02-01 06:56:33
13054,Good,2,0,2025-01-28 17:35:36
13055,Best,2,0,2025-02-03 05:00:06
13056,Nice,2,0,2025-01-29 18:13:29
13057,Good 🇧🇩❤️,5,0,2025-01-30 20:49:33
13058,Fantastic 😍,5,0,2025-01-29 18:25:39
13059,Fantastic 👌,5,0,2025-01-29 06:16:43
13060,Satisfied 😃,5,0,2025-02-01 13:34:49
13061,Incredible🤩,5,0,2025-01-28 22:37:13
13062,Excellent 👍,5,0,2025-01-29 20:04:51
13063,Phenomenal💥,5,0,2025-01-30 07:26:26
13064,That's good,5,0,2025-01-31 12:47:38
13065,I love it 😍,5,0,2025-02-01 05:57:42
13066,Brilliant 👌,5,0,2025-01-29 08:12:55
13067,impressive💪,5,0,2025-02-03 07:07:36
13068,Wonderful 👍,5,0,2025-01-29 14:52:44
13069,Delicious 😋,5,0,2025-02-02 08:43:53
13070,Excellent 👍,5,0,2025-01-30 19:02:46
13071,Love this 💕,5,0,2025-01-30 10:06:49
13072,Wonderful 😎,5,0,2025-01-30 19:04:43
13073,excellent 👌,5,0,2025-01-30 13:12:28
13074,Wonderful 👍,5,0,2025-01-29 05:54:18
13075,Incredible.,5,0,2025-02-03 06:48:12
13076,I Love it 💓,5,0,2025-02-01 00:17:32
13077,Excellent 👍,5,0,2025-01-31 07:02:22
13078,Brilliant 👌,5,0,2025-02-02 13:01:35
13079,Fantastic 🤝,5,0,2025-01-31 20:18:06
13080,Excellent 👍,5,0,2025-01-30 18:50:33
13081,Excellent 💙,5,0,2025-02-03 15:06:42
13082,Excellent 👍,5,0,2025-01-28 19:36:56
13083,That's good,5,0,2025-01-31 06:40:08
13084,Excellent 👌,5,0,2025-01-29 15:13:23
13085,excellent ✅,5,0,2025-01-28 18:34:09
13086,Excellent 😄,5,0,2025-01-29 16:52:45
13087,Outstanding 🥰,5,0,2025-01-30 11:43:54
13088,Magnificent 😍,5,0,2025-01-29 20:49:50
13089,Outstanding 😊,5,0,2025-01-29 10:59:27
13090,It's a heaven,5,0,2025-02-02 12:36:03
13091,Amazing!!!,5,0,2025-01-31 22:58:23
13092,Sever down,3,0,2025-01-30 06:17:18
13093,Great...!!!,5,0,2025-01-29 02:56:42
13094,The best!,5,0,2025-01-29 12:44:52
13095,Excelent!,5,0,2025-01-30 21:22:38
13096,Splendid!,5,0,2025-01-29 12:19:10
13097,The best!,5,0,2025-01-29 22:53:35
13098,Server issue,1,0,2025-01-30 10:59:26
13099,Server issue,1,0,2025-01-29 08:14:01
13100,No work,1,0,2025-01-31 03:18:30
13101,Not work,1,0,2025-01-29 15:08:37
13102,No helping,1,0,2025-01-30 02:27:09
13103,Sensational.,5,0,2025-01-29 18:18:36
13104,That's great,5,0,2025-01-30 16:27:12
13105,Exceptional.,5,0,2025-02-02 18:05:21
13106,fascinating.,5,0,2025-01-29 21:36:15
13107,Amazing!!,5,0,2025-01-29 05:48:04
13108,Perfect!!,5,0,2025-01-31 02:44:03
13109,Love it!!,5,0,2025-02-01 11:09:42
13110,Excellent performance 👏👏👏👏,5,0,2025-01-31 18:18:17
13111,wow amazing 😍😍😍😍,5,0,2025-01-28 13:13:13
13112,Ooh amazing 😍😍😍😍,5,0,2025-01-29 18:20:01
13113,Good 👍,4,0,2025-01-29 18:33:22
13114,Good 👍,4,0,2025-01-29 15:36:10
13115,Nice 👍,4,0,2025-01-29 17:57:54
13116,Nice 💞,4,0,2025-01-31 17:41:36
13117,Good 💯,4,0,2025-01-29 04:08:19
13118,Good 👍,4,0,2025-01-29 06:34:13
13119,One of the best 👍👍👍👍,5,0,2025-01-31 19:45:12
13120,Works great,5,13,2025-01-30 14:40:55
13121,Good job,5,17,2025-01-29 09:55:39
13122,ChatGPT 👎🏻🤡 | DeepSpeek 🤟🏻🗿,5,0,2025-01-31 13:26:26
13123,Goooood!,5,0,2025-02-02 02:08:02
13124,Awesome!,5,0,2025-02-03 07:17:40
13125,Perfect!,5,0,2025-02-02 12:58:52
13126,Love it!,5,0,2025-01-30 02:44:35
13127,Amazing!,5,0,2025-01-29 04:22:13
13128,Amazing!,5,0,2025-01-30 10:31:40
13129,Amazing!,5,0,2025-01-29 01:30:19
13130,Amazing!,5,0,2025-01-30 05:16:51
13131,good👍🏻,5,0,2025-02-03 13:44:48
13132,Powerful Huh......,5,0,2025-01-31 08:45:37
13133,Trash 🗑 🚮,1,0,2025-01-30 16:45:07
13134,Very very good,5,0,2025-02-03 05:02:15
13135,Very Very good,5,0,2025-02-03 03:14:27
13136,Amazing xing xing,5,0,2025-01-31 06:54:15
13137,Can't upload pictures,1,1,2025-02-03 00:33:19
13138,Exellent!!,5,0,2025-02-01 08:17:31
13139,The best!!,5,0,2025-01-28 19:42:27
13140,Good👍,4,0,2025-02-01 14:31:06
13141,DeepSeek Best For Me,5,0,2025-01-29 18:21:45
13142,greater than chatgpt,5,0,2025-01-28 15:02:47
13143,Great 👍,4,0,2025-01-31 21:53:19
13144,LOVE THIS!!,5,0,2025-01-29 22:42:32
13145,👍👍👍👍👍 Great app.,5,0,2025-01-28 20:52:38
13146,Great 👍 👌 👍 👌 👍 👌 👍 👌,5,0,2025-02-01 23:29:02
13147,Good experience ❤❤❤,5,0,2025-01-29 03:02:37
13148,V. V. V good 🌟🌟🌟🌟🌟,5,0,2025-02-02 16:20:16
13149,"É rápido e preciso, adorei!!!",5,0,2025-02-03 09:42:12
13150,DeepSeek-Ai Assistant wow 😯😳,5,0,2025-01-29 02:54:24
13151,Excellent 👌🏻👍🏻👍🏻👌🏻,5,0,2025-01-30 02:15:20
13152,Superb!,5,0,2025-02-02 09:00:31
13153,Awsome!,5,0,2025-01-31 19:32:29
13154,top 100%,5,0,2025-02-01 10:18:48
13155,الشيء المذهل هو تقنية البحث العميق.,5,0,2025-01-29 20:27:12
13156,Best AI,5,0,2025-01-28 18:40:55
13157,Very good,5,0,2025-01-29 00:33:16
13158,Good job,5,0,2025-01-29 14:15:38
13159,Best reasoning,5,0,2025-01-30 12:35:08
13160,Best ai,5,0,2025-01-28 18:41:16
13161,Superb experience,5,0,2025-01-29 21:10:58
13162,Best at now,5,0,2025-01-29 08:55:28
13163,Simply awesome,5,0,2025-01-29 13:05:32
13164,Unbelievably good,5,0,2025-01-30 17:29:23
13165,Ok good,5,0,2025-01-28 13:13:35
13166,Very easy,5,0,2025-01-29 15:12:29
13167,Amazing app,5,0,2025-01-29 15:57:27
13168,Best AI,5,0,2025-01-29 07:27:34
13169,Great app,5,0,2025-01-28 20:58:16
13170,Very helpful,5,0,2025-01-30 11:44:47
13171,Amazing app,5,0,2025-01-28 16:32:16
13172,Nice app,5,0,2025-01-30 10:52:41
13173,Very good,5,0,2025-01-29 00:58:23
13174,Best application,5,0,2025-01-29 03:02:44
13175,Good app,5,0,2025-01-30 05:21:05
13176,Incredibly human,5,0,2025-01-29 17:46:30
13177,Excellent app,5,0,2025-01-29 14:51:37
13178,Vary good,5,0,2025-01-28 19:00:42
13179,Very nice,5,0,2025-01-29 00:10:52
13180,Best ai,5,0,2025-01-30 17:17:03
13181,fantastic app,5,0,2025-01-30 09:32:16
13182,Good initiative,5,0,2025-01-29 06:36:24
13183,Excellent job,5,0,2025-01-30 15:52:32
13184,So good,5,0,2025-01-29 11:47:32
13185,good one,5,0,2025-01-29 12:19:48
13186,Mind blowing,5,0,2025-01-29 03:55:06
13187,Very good,5,0,2025-01-29 13:59:07
13188,Best apps,5,0,2025-01-29 10:53:33
13189,Great experience,5,0,2025-01-31 08:34:50
13190,Very good,5,0,2025-01-30 22:38:58
13191,nice app,5,0,2025-01-30 06:37:58
13192,Good wark,5,0,2025-01-29 18:05:09
13193,Very interesting,5,0,2025-01-29 07:25:03
13194,Good app,5,0,2025-01-30 17:37:22
13195,Wonderful Technology,5,0,2025-01-30 06:42:18
13196,Great App,5,0,2025-01-28 19:58:16
13197,Better result,5,0,2025-01-29 07:45:06
13198,Nice app,5,0,2025-01-29 17:52:20
13199,Good app,5,0,2025-01-30 07:51:56
13200,Super exelent,5,0,2025-01-30 18:07:25
13201,Very good,5,0,2025-01-28 23:20:15
13202,Very good,5,0,2025-01-28 17:38:19
13203,Very good,5,0,2025-01-29 06:40:46
13204,Just amazing,5,0,2025-01-30 08:21:40
13205,Very powerful,5,0,2025-01-31 01:56:38
13206,Best AI,5,0,2025-01-28 18:35:22
13207,Good app,5,0,2025-01-29 02:23:21
13208,Best AI,5,0,2025-01-31 03:44:23
13209,best ai,5,0,2025-01-31 06:51:21
13210,Wonderful app,5,0,2025-01-29 14:18:09
13211,Outstanding app,5,0,2025-01-29 03:28:55
13212,highly recommend,5,0,2025-01-29 03:41:01
13213,Very good,5,0,2025-01-28 23:12:14
13214,Good app,5,0,2025-01-29 03:59:57
13215,Best ai,5,0,2025-01-30 21:42:56
13216,Sounds good,5,0,2025-01-29 18:15:49
13217,So good,5,0,2025-01-31 04:55:49
13218,Very good,5,0,2025-01-29 04:05:38
13219,Very nice,5,0,2025-01-28 17:56:31
13220,Lovely app,5,0,2025-01-28 18:14:38
13221,Exceptional good,5,0,2025-01-29 04:02:57
13222,Best ai,5,0,2025-01-28 17:19:14
13223,Really good,5,0,2025-01-29 00:46:05
13224,Very good,5,0,2025-01-29 21:09:44
13225,Simply excellent,5,0,2025-01-30 23:22:45
13226,Is the best friend,5,0,2025-01-29 11:46:39
13227,Honestly Amazing,5,0,2025-01-29 16:22:24
13228,Wow amazing,5,0,2025-01-29 08:29:33
13229,Great app,5,0,2025-01-30 03:19:20
13230,Good ai,5,0,2025-01-30 06:31:12
13231,Very good,5,0,2025-01-30 09:52:01
13232,Absolutely Good,5,0,2025-01-30 10:48:49
13233,Nice AI,5,0,2025-01-28 23:40:41
13234,Smooth working,5,0,2025-01-31 07:18:10
13235,Good luck,5,0,2025-01-29 04:45:30
13236,Nice app,5,0,2025-01-30 21:01:23
13237,Good ai,5,0,2025-01-29 12:36:29
13238,Absolute perfect,5,0,2025-01-29 12:53:15
13239,Good AAP,5,0,2025-01-29 06:05:50
13240,Amazing app,5,0,2025-01-29 04:47:16
13241,Good app,5,0,2025-01-29 16:56:55
13242,Absolutely Amazing,5,0,2025-01-29 03:34:51
13243,Good application,5,0,2025-01-29 20:06:47
13244,Nice app,5,0,2025-01-29 02:31:48
13245,Just Amazing,5,0,2025-01-30 03:45:26
13246,Very nice,5,0,2025-01-29 19:06:48
13247,Good al,5,0,2025-01-29 22:47:57
13248,Top class,5,0,2025-01-29 16:34:51
13249,Pretty good,5,0,2025-01-28 16:14:03
13250,Nice app,5,0,2025-01-28 23:32:56
13251,Good app,5,0,2025-01-29 15:32:22
13252,Very GOOD,5,0,2025-01-29 17:16:43
13253,Amazing results,5,0,2025-01-31 05:06:13
13254,Excellent ai,5,0,2025-01-30 18:37:25
13255,Smart AI,5,0,2025-01-29 02:25:23
13256,Good app,5,0,2025-01-28 19:35:59
13257,Excellent AI,5,0,2025-01-30 15:12:36
13258,Good job,5,0,2025-01-31 04:31:27
13259,Super excellent,5,0,2025-01-29 19:49:25
13260,Great apps,5,0,2025-01-29 07:02:15
13261,Very good,5,0,2025-01-29 20:01:21
13262,Splendid Ever,5,0,2025-01-29 21:25:26
13263,Accurate answer,5,0,2025-01-30 22:39:09
13264,Good apps,5,0,2025-01-28 17:43:39
13265,Great app,5,0,2025-01-29 15:45:09
13266,Great app,5,0,2025-01-30 17:28:37
13267,Literally good,5,0,2025-01-29 10:06:43
13268,Nice experience,5,0,2025-01-30 12:21:14
13269,Very efficient,5,0,2025-01-28 17:27:30
13270,Very nice,5,0,2025-01-29 16:10:07
13271,So nice,5,0,2025-01-31 00:32:44
13272,Not Bad,5,0,2025-01-29 05:41:50
13273,Very perfect,5,0,2025-01-30 10:38:27
13274,So good,5,0,2025-01-30 00:42:03
13275,Very nice,5,0,2025-01-30 18:12:59
13276,V good,5,0,2025-01-29 13:42:55
13277,Graet ai,5,0,2025-01-28 15:01:23
13278,Best Ai,5,0,2025-01-29 22:10:45
13279,just amazing,5,0,2025-01-30 18:42:29
13280,Very good,5,0,2025-01-28 20:17:52
13281,Great ever,5,0,2025-01-29 02:48:47
13282,Very useful,5,0,2025-01-31 00:32:43
13283,Nice app,5,0,2025-01-28 16:40:18
13284,quite good,5,0,2025-01-29 22:10:12
13285,Amazing app,5,0,2025-01-30 07:46:02
13286,Great app,5,0,2025-02-03 00:11:55
13287,Beautiful help,5,0,2025-01-29 04:13:14
13288,Good version,5,0,2025-01-31 03:16:42
13289,Very helpful,5,0,2025-01-29 12:47:21
13290,Nice work,5,0,2025-01-29 03:26:55
13291,good app,5,0,2025-01-29 18:15:14
13292,Best app,5,0,2025-01-29 17:52:12
13293,Very good,5,0,2025-01-29 15:05:58
13294,Wow wonderful,5,0,2025-01-30 06:31:44
13295,Very good,5,0,2025-01-30 07:48:07
13296,Very good,5,0,2025-01-30 12:32:40
13297,Great app,5,0,2025-01-29 11:37:30
13298,Wow amazing,5,0,2025-01-30 01:12:27
13299,Quit impressive,5,0,2025-01-29 03:40:42
13300,Great app,5,0,2025-01-30 05:07:22
13301,Excellent AAP,5,0,2025-01-30 02:28:01
13302,Just amazing,5,0,2025-01-30 05:10:43
13303,Better Ai,5,0,2025-01-29 05:59:57
13304,Amazing app,5,0,2025-01-28 20:17:44
13305,Very good,5,0,2025-01-29 15:37:36
13306,Best app,5,0,2025-01-29 12:06:29
13307,Powerful tools,5,0,2025-01-30 17:24:49
13308,Very good,5,0,2025-01-29 05:52:13
13309,Best app,5,0,2025-01-30 23:50:13
13310,Very nice,5,0,2025-01-30 14:43:56
13311,Super fast,5,0,2025-01-30 02:01:24
13312,Best one,5,0,2025-01-30 10:47:44
13313,Powerful AI,5,0,2025-01-29 17:51:12
13314,Great app,5,0,2025-01-28 17:13:27
13315,Very good,5,0,2025-01-30 00:35:17
13316,so good,5,0,2025-01-29 08:13:02
13317,Just Awesome,5,0,2025-01-29 02:44:39
13318,Very good,5,0,2025-01-31 08:02:07
13319,Great tools,5,0,2025-01-29 17:02:40
13320,Great work,5,0,2025-01-29 13:13:52
13321,Good app,5,0,2025-01-30 01:24:40
13322,good apps,5,0,2025-01-29 08:56:08
13323,Very helpful,5,0,2025-01-29 07:04:45
13324,Awesome app,5,0,2025-01-30 12:44:28
13325,Amazing apps,5,0,2025-01-30 06:01:23
13326,good AI,5,0,2025-01-30 05:47:11
13327,Wonderful Service,5,0,2025-01-29 10:54:28
13328,Good AI,5,0,2025-01-29 11:37:14
13329,Awesome AI,5,0,2025-01-29 12:49:11
13330,Wonderful app,5,0,2025-01-29 20:09:01
13331,Very nice,5,0,2025-01-30 08:03:40
13332,Very good,5,0,2025-01-28 20:22:02
13333,You are excellent,5,0,2025-01-29 20:44:55
13334,Much helpful,5,0,2025-01-30 07:46:21
13335,Great and free,5,0,2025-02-02 21:58:48
13336,Best apps,5,0,2025-01-29 12:42:27
13337,Great App,5,0,2025-02-03 07:00:48
13338,Good AI,5,0,2025-01-28 22:24:58
13339,works good,5,0,2025-01-29 15:10:35
13340,Good application,5,0,2025-01-29 03:17:23
13341,good app,5,0,2025-02-02 20:30:54
13342,Good excellent,5,0,2025-01-28 20:38:35
13343,Good app,5,0,2025-02-02 15:43:06
13344,Very good,5,0,2025-01-30 10:59:06
13345,Good AI,5,0,2025-01-29 03:34:32
13346,Great app,5,0,2025-01-30 01:16:18
13347,Surprisingly brilliant,5,0,2025-02-02 04:50:59
13348,Super good,5,0,2025-02-01 03:46:00
13349,Good apps,5,0,2025-01-30 04:11:28
13350,Amazing ai,5,0,2025-01-29 05:25:32
13351,Very good,5,0,2025-01-28 18:27:20
13352,Excellent assistant,5,0,2025-01-28 19:06:35
13353,Nice app,5,0,2025-01-29 10:37:23
13354,Very fast,5,0,2025-01-31 03:48:38
13355,good exprincs,5,0,2025-01-30 03:24:13
13356,Best app,5,0,2025-02-02 10:54:58
13357,So cool,5,0,2025-02-01 21:30:56
13358,Good app,5,0,2025-02-01 05:11:33
13359,Very good,5,0,2025-01-30 10:31:32
13360,The best AI,5,0,2025-01-28 13:09:41
13361,Amazing app,5,0,2025-02-03 07:22:14
13362,Excellent app,5,0,2025-01-29 21:18:09
13363,Awesome ai,5,0,2025-02-03 07:46:22
13364,Best AI,5,0,2025-01-29 14:24:05
13365,Excellent Services,5,0,2025-01-30 06:45:41
13366,Wonderful App,5,0,2025-02-01 03:05:19
13367,Nice assistant,5,0,2025-02-02 12:30:06
13368,Best AI,5,0,2025-01-30 06:15:26
13369,Good DP,5,0,2025-02-03 06:46:55
13370,Good App,5,0,2025-01-28 19:00:34
13371,Good app,5,0,2025-01-31 03:07:56
13372,Most useful,5,0,2025-01-28 21:13:42
13373,Excellent application,5,0,2025-01-28 18:51:37
13374,very useful,5,0,2025-02-01 07:19:31
13375,110 perfect,5,0,2025-01-31 13:31:51
13376,Amazingly beneficial,5,0,2025-01-30 18:03:18
13377,Very Good,5,0,2025-01-29 06:49:46
13378,Outstanding performance,5,0,2025-01-30 01:33:48
13379,Just great,5,0,2025-01-29 15:55:34
13380,best app,5,0,2025-02-01 12:17:09
13381,Best AI,5,0,2025-01-30 01:30:30
13382,Best aap,5,0,2025-01-29 01:36:12
13383,Excellent app,5,0,2025-01-31 01:31:19
13384,Good app,5,0,2025-01-30 12:59:28
13385,Best Application,5,0,2025-01-29 12:43:21
13386,Great AI,5,0,2025-01-29 11:04:08
13387,Good work,5,0,2025-01-29 17:37:29
13388,Very nice,5,0,2025-01-31 02:14:56
13389,Very good,5,0,2025-01-29 04:27:50
13390,Amazing ap,5,0,2025-01-29 03:29:40
13391,Very good,5,0,2025-01-28 18:23:50
13392,Best AI,5,0,2025-01-29 10:58:02
13393,Absolutely amazing,5,0,2025-01-28 17:31:58
13394,So cool,5,0,2025-01-29 18:45:32
13395,Perfect app,5,0,2025-01-29 11:13:41
13396,Very impressive,5,0,2025-02-01 23:24:04
13397,nice app,5,0,2025-01-29 04:07:59
13398,Best for ever,5,0,2025-02-03 16:10:19
13399,So good,5,0,2025-01-28 19:24:51
13400,Very good,5,0,2025-02-01 12:03:28
13401,Best app,5,0,2025-01-30 20:26:17
13402,Excellent work,5,0,2025-01-31 20:44:25
13403,Good app,5,0,2025-02-03 02:13:29
13404,Great experience,5,0,2025-01-30 18:27:22
13405,Amazing app,5,0,2025-02-01 13:50:15
13406,Very helpful,5,0,2025-01-28 22:23:13
13407,Good to uae,5,0,2025-02-02 19:14:15
13408,Very nice,5,0,2025-01-30 15:06:22
13409,So cool,5,0,2025-01-30 01:52:43
13410,Top class,5,0,2025-01-28 21:37:36
13411,Absolutely worthy,5,0,2025-01-28 19:01:52
13412,Very good,5,0,2025-02-02 11:07:20
13413,Nice free,5,0,2025-01-29 20:00:03
13414,Very nice,5,0,2025-01-29 16:18:23
13415,Very good,5,0,2025-01-31 18:05:41
13416,Great app,5,0,2025-01-29 05:02:39
13417,Best app,5,0,2025-01-30 05:53:31
13418,good application,5,0,2025-01-30 18:40:16
13419,Very good,5,0,2025-01-28 23:32:21
13420,Its great,5,0,2025-01-30 17:34:46
13421,Love you,5,0,2025-02-02 01:55:01
13422,Very nice,5,0,2025-01-29 14:19:22
13423,Good aap,5,0,2025-01-29 06:40:58
13424,Very good,5,0,2025-02-01 06:54:45
13425,good app,5,0,2025-01-30 18:31:54
13426,nice app,5,0,2025-02-01 02:58:22
13427,Vary best,5,0,2025-01-28 19:15:57
13428,Wonderfull experience,5,0,2025-01-29 17:10:23
13429,Good worked,5,0,2025-01-29 22:19:40
13430,wonderful experience,5,0,2025-01-29 16:10:44
13431,Awesome AI,5,0,2025-01-30 01:52:22
13432,Exceptionally well,5,0,2025-01-31 03:05:00
13433,Nice app,5,0,2025-02-02 04:29:50
13434,Good app,5,0,2025-01-30 08:34:33
13435,Very good,5,0,2025-01-28 15:09:46
13436,Good work,5,0,2025-01-28 21:10:45
13437,Powerful power,5,0,2025-01-31 10:56:04
13438,Nice app,5,0,2025-01-28 22:50:32
13439,Best app,5,0,2025-01-29 17:23:37
13440,Best app,5,0,2025-01-29 10:30:48
13441,Best app,5,0,2025-01-31 02:45:43
13442,Brilliantly excellent,5,0,2025-01-29 00:37:06
13443,Nice app,5,0,2025-02-01 08:24:28
13444,Great app,5,0,2025-01-29 14:59:34
13445,Good job,5,0,2025-01-29 01:45:27
13446,Very nice,5,0,2025-01-28 17:56:33
13447,too good,5,0,2025-01-29 09:04:08
13448,Extremely good,5,0,2025-02-01 10:09:07
13449,Superb performance,5,0,2025-01-29 09:29:53
13450,Great experience,5,0,2025-01-29 05:10:53
13451,Very Good,5,0,2025-01-31 06:09:53
13452,Best AI,5,0,2025-01-29 05:34:57
