Service,Question,Primary Data Source,Secondary Data Source,Custom Sentiment Score,Analysis Type
Siri,How customizable is it?,Camera quality very bad like Android phone below Rs 4000 is this original product or duplicate product what to do or any option for camera setting I tried all settings option but not satisfied camera quality.,1,-0.28,Keyword/Text Analysis
Siri,How customizable is it?,"Its a great product. Few things I did not like is the size. I would prefer small sized phones. The option was deprecated when I bought.Also I liked the previous control center coming from bottom and not from top corner, while the phone is big",4,0.22,Keyword/Text Analysis
Siri,How customizable is it?,"I prefer to have some privacy in life, I think apple suite is bit more private than google. It respects user privacy if you are not using third party apps. My options were stock android without google (something like lineageOS) or iPhone. I tried lineageOS but there was always something breaking in my phone. It couldn't become my daily driver; I wish most of the things in android were open source like maps and some other proprietary google apps. In the current state, I was left with choosing iPhone. For long, I had debated with myself about buying iPhone or not, I was using OnePlus 7T for last 3.5 years. The phone stopped getting updates and had many bugs. The software changed a lot, I hated it. All these OEM betraying consumers made me switch to iPhone in the end. I can't trust any other brand to have the consistency like apple has. That's my take in the phone market. I wish there was a consistent bloat free android brand with a great camera.",5,0.06,Keyword/Text Analysis
Siri,How customizable is it?,The battery backup is good. The security features are great. I always receive notification with regards to security settings of the app and unlike in an android phone where many aspects of access rights are masked. The UI is brilliant and the speed of the phone is great,5,0.21,Keyword/Text Analysis
Siri,How customizable is it?,"I got the phone 3 days ago. At first, the phone seemed to be of good quality and I was able to configure it without any problems. I noticed that the battery went down quite fast, but I did not think much of it. Yesterday, the phone data stopped working all of a sudden. Hopefully, it worked again after restarting the phone. Today, even though the phone was at 50% battery, it turned off by itself and I cannot turn it on again. The phone won't even charge anymore and is not responding!Now I would like to get a refund. I should erase my iPhone data from the phone, but for this I need it to be turned on... By far my worst experience in Amazon. I will never buy a ""refurbished"" phone ever again",1,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"The Echo Plus is great! So easy to set up and with the built in hub, it connects to other Alexa devices with a mere verbal command. I am 62 and not super techno knowledgable but this was easy for me. Have my lights integrated with Alexa and now looking at security cameras and locks. Definitely recommend the Echo Plus!",5,0.33,Keyword/Text Analysis
Alexa,Is it safe to use?,Fun and  information.  No dislikes  so far !! Like the convenience!!,5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Love it! I’ve listened to songs I haven’t heard since childhood! I get the news, weather, information! It’s great!",5,0.53,Keyword/Text Analysis
Alexa,Is it safe to use?,I bought this specifically so my wife could look at our Arlo security cameras from the bedroom when I’m at work. The system worked for three days and now it just gives me a error message. Very disappointed due to the fact that they advertise that these systems work together. I gave four stars because it does everything else very well.,4,-0.16,Keyword/Text Analysis
Alexa,Is it safe to use?,I use it in my office and another at my apartment for music and information,5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Alarm and music, information the weather",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,I use it in my office and another at my apartment for music and information,5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Love it! I was thinking about getting one and when the prime day discount was offered, I could not pass it up! It's fun to ask Alexa to play any song or group and she comes up with a playlist from Amazon Prime Music. You can also connect your iPhone with bluetooth and play music with Pandora or YouTube videos using Alexa as a speaker. I've been having fun asking Alexa different types of questions or for information like weather, news or even the time in other countries. The only downside is if you have limited data on your wifi plan, because Alexa uses burns it up when playing music.",5,0.09,Keyword/Text Analysis
Alexa,Is it safe to use?,Fun and  information.  No dislikes  so far !! Like the convenience!!,5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Love this thing. People think I’m crazy for paying this much for a glorified alarm clock. But I don’t care!! For me, waking up in a good mood is pretty important and this helps me do it!! So glad I don’t have to deal with my old EEAANH EEAANH EEAANH alarm. Very excited to say “Alexa, turn off the lights” (smart plugs get here soon!) Got a camera privacy slide for this since it is in my bedroom.",5,0.26,Keyword/Text Analysis
Alexa,Is it safe to use?,This is my second one. I have one in the kitchen and wanted another in my home office.It is amazing for a quick look up while I am working. I live a very busy life and it helps keep me on track with work and personal appointments.I will buy for holiday gifts for my whole family. The gift of organization and information at a voice command away.,5,0.3,Keyword/Text Analysis
Alexa,Is it safe to use?,I bought this for my mother and she is in love with it.She loves the guard dog feature.She says that it gives her a sense of security at night and when she leaves the house,4,0.29,Keyword/Text Analysis
Alexa,Is it safe to use?,"The ability to respond with the accuracy and variety of information provided by Google search has spoiled me.I had originally expected to see that the same type of search engine in the Echo.Not so, the ability of Alexa to provide such detailed information is not part of the package.Perhaps improvements are in the offing with further updates.",3,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,Great addition to our breakfast room kitchen.  Tunes and information instantly available.  Slowly learning more features.,5,0.62,Keyword/Text Analysis
Alexa,Is it safe to use?,It's a fun item to have.  Has a lot of udefulness.  Big negative is that it doesn't use Google (or any real search engine) to get answers or find information.,4,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"This product is a complete waste of money. When you ask Alexa a question ""she"" either doesn't know the answer, gives you the wrong answer or finds information off of Wikipedia!",1,-0.32,Keyword/Text Analysis
Alexa,Is it safe to use?,Good hearing range and sound quality. It was a bit complicated to set up and she doesn't quite understand me a lot even when I am speaking slowly and clearly but I love the flash briefing feature and interfacing with my abode home security system.,4,0.44,Keyword/Text Analysis
Alexa,Is it safe to use?,"Still getting used to Alexa, don't have her connected to our TV yet or other things right now use her for music and information, which she is great!!",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"I bought it to go with my security camera system, but it did not perform like I thought it would. It doesn't alert us when someone is at the door. Also, I can't talk to the person at the door through the echo show, only through my cell phone.",3,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Bought this for the guest room.  It's a radio, alarm clock, information​ center and so much more.",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Still getting used to Alexa, don't have her connected to our TV yet or other things right now use her for music and information, which she is great!!",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,It is s great tool helping with information.,5,1.25,Keyword/Text Analysis
Alexa,Is it safe to use?,This unit add much pleasure to our Echo Plus.  We now can have music and information through our home. (or just in one room),5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,Awesome device to have in home.  Full of very useful information.  Don't have to us e my phone to answer spur of the moment questions.,5,0.4,Keyword/Text Analysis
Alexa,Is it safe to use?,Works on great i  use it with my Arlo security system,5,0.91,Keyword/Text Analysis
Alexa,Is it safe to use?,"We like that we are able to get weather and other information quickly.  You can even hear music played. The speaker is clear.  We are enjoying it.  What we did not like because it was creepy was that the day before my husband played a particular song on our stereo for me.  The next day, I asked the Echo to play music from the same artist not specifying any particular song.  The Echo played the exact song by that same artist that my husband played on our stereo the day before.  It was a little disconcerting.",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Get this in white. I bought it for my girlfriend in white and I wish I had it in white now. Alexa is one of those devices you will always use and miss when it's not around. I find new uses for Alexa every day. I've Incorporated this device into so many parts of my daily life. As Alexa learns more I learn more. She's my alarm clock, she reminds me of important dates. I'm constantly asking her for information like travel, entertainment, science, history, politics Etc. She turns on and off lights, she's the core of my smart home.",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"What can I say. Well, I’m a  paranoid IT person of 30 years but got hooked on the idea of cloud based home control. So yes I love my echo stuff but, I did create a isolated VLAN on my home network to run the devices including the cheap ones that require you to sign up on some questionable website and download their app. Be carful with these people!  Entering your Wi-Fi password on a site that’s not vetted and your location when the app askes is not a good thing. Try to stay with devices that  work directly with the Alexa hub with no third-party app, Amazon has more control of these types of devices and how the  sensitive information is handled.",5,0.16,Keyword/Text Analysis
Alexa,Is it safe to use?,"I am the Training Coordinator at my company and I have used the Amazon Blueprints skill with an Echo device and Echo Buttons to create my own Gameshow/Quiz for new hire orientation training. I'm always looking for new ways to engage trainees in order to make learning more enjoyable. I believe that if someone enjoys the process of learning then they're much more likely to remember the information. So far, this has been a huge success with my classes and I look forward to Amazon improving and building out the Blueprints skill further!",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Love it, very easy to set up.love that you can request just about anything on your mind and it works on giving you useful information.",5,0.8,Keyword/Text Analysis
Alexa,Is it safe to use?,"I absolutely love this! Very user friendly and I got the Kasa Cam to go with it to monitor my living room. Super easy to set up and operate. I only wish it actually came with the camera privacy cover and pivoting stand which you can buy separately. I’m looking forward to future software updates for different clock faces. I like digital but I miss the colon in between the hours and minutes on most of them. I’d also like to see more celebs jump on board for the alarm voices. I really have no complaints, I’m being nit picky at this point. Worth every penny!",5,0.19,Keyword/Text Analysis
Alexa,Is it safe to use?,"An outstanding piece of Technology, I use it everyday for information, scheduling and general information.  Awesome Amazon, keep improving with AI.",5,0.48,Keyword/Text Analysis
Alexa,Is it safe to use?,"What can I say. Well, I’m a  paranoid IT person of 30 years but got hooked on the idea of cloud based home control. So yes I love my echo stuff but, I did create a isolated VLAN on my home network to run the devices including the cheap ones that require you to sign up on some questionable website and download their app. Be carful with these people!  Entering your Wi-Fi password on a site that’s not vetted and your location when the app askes is not a good thing. Try to stay with devices that  work directly with the Alexa hub with no third-party app, Amazon has more control of these types of devices and how the  sensitive information is handled.",5,0.16,Keyword/Text Analysis
Alexa,Is it safe to use?,This unit add much pleasure to our Echo Plus.  We now can have music and information through our home. (or just in one room),5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"This product is beautifully designed and I no longer have to hide an Echo device away like I did with Dot. It would be nice if Amazon would lose that camera though, which I have not used and might cause squirms for the privacy conscious.",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"The Echo Spot is compact, nice sound and camera quality. Makes it great to video chat with the family when I'm travelling for work. Ease of use that the youngest member (10 years) has no problem talking to Mama on the video chat and understands the important of digital security.",5,0.2,Keyword/Text Analysis
Alexa,Is it safe to use?,"I am a small business owner with no staff. With the Alexa driven Echo Spot, I feel like I've hired my first assistant! My Echo Spot keeps me organized, updated, and assistance when I need information that will help my day run more smoothly. I love my Echo Spot so much, I bought 2 more for my kids who love their Echo Spot too! I highly recommend this product.Suggested improvement for future versions, make the Echo Spot wireless. 😊",5,0.25,Keyword/Text Analysis
Alexa,Is it safe to use?,This is my second Show.  I like them very much.  I use mine for music and my Arlo security cameras.  I can connect and display my outdoor cameras by voice. They are exceptionally capable devices.  I highly recommend them.,5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Love it! I’ve listened to songs I haven’t heard since childhood! I get the news, weather, information! It’s great!",5,0.53,Keyword/Text Analysis
Alexa,Is it safe to use?,This is our second echo show.  We have a home in Mexico and one in the USA.  Now when one of us is in the other home we can easily stay in touch and see each other.  We can also drop in on the houses when we aren’t there to check on them.  We use it to turn on and off the lights and security systems in both homes.  We also have echo dots in various rooms.  We love all this technology!  We ask her many questions and she plays music for us.,5,0.11,Keyword/Text Analysis
Alexa,Is it safe to use?,It is s great tool helping with information.,5,1.25,Keyword/Text Analysis
Alexa,Is it safe to use?,"I love it! Plays great music, movies, and so much more. I does lag when u want to see your arlo security cameras thou. So far so good. Wish it had a longer cord.",5,0.59,Keyword/Text Analysis
Alexa,Is it safe to use?,"I love the Echo Show. I’m going off to live on campus for school in the fall and we got two of these to serve as an easy way to connect. Some people might not like the camera but that makes little sense. We carry devices with cameras all the time. The only difference here is that the item is stationary. My family and I also find the drop-in feature a comfort rather than an invasion of privacy. It’s definitely a source of relief to my parents that they can so easily pop in onme and visa versa.I’d also like to thank Amazon for including their VoiceView screen reader on the device. The Show would be a lot less blind friendly, even with Alexa present, if they hadn’t included that.We are an echo-loving household with two dots, three echos, and now two Shows. I wouldn’t be surprised if we got more in the future for ourselves or loved ones. Thanks, Amazon!",5,0.12,Keyword/Text Analysis
Alexa,Is it safe to use?,"Come on - it's amaonmazing!  It's way more than a smart speaker.  It's my wake-up alarm, my security blanket, and infotainment center all-in-one.  It's my connection to the world during night hours when I'm mostly sleepy or zonked-out Zzzzzzz...  I can still access the world without my reading-glasses late at night.  It sounds amazing for its size.  It can hear me when I'm far from awake (mostly).  As they say, &#34;this is a must-have device&#34;.  Yep, that is a true statement.",5,0.12,Keyword/Text Analysis
Alexa,Is it safe to use?,I love being able to see information that Alexa gives.  When notifications are turned on it lets you know when your order will be delivered and it also tells you what the order is. You can use the Echo screen to pull up details of your orders. You can use the Alexa skill to make calls from uhyour Echo.,5,0.17,Keyword/Text Analysis
Alexa,Is it safe to use?,"Got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  Great.product!",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"Love it! I was thinking about getting one and when the prime day discount was offered, I could not pass it up! It's fun to ask Alexa to play any song or group and she comes up with a playlist from Amazon Prime Music. You can also connect your iPhone with bluetooth and play music with Pandora or YouTube videos using Alexa as a speaker. I've been having fun asking Alexa different types of questions or for information like weather, news or even the time in other countries. The only downside is if you have limited data on your wifi plan, because Alexa uses burns it up when playing music.",5,0.09,Keyword/Text Analysis
Alexa,Is it safe to use?,"In a matter of minutes it became indispensable addition to our house. Extrimelly useful hub of information, music, automation, communication, and assistant in basic needs. Would love to have a voice personalization. Some things are better not to said aloud but typed (like door unlocking codes) but that is problem of unwitty developers. So far only positive experience. The privacy invasions is happened way before Alexa, it is on your phone no matter brand or carrier. To Alexa defence at list it has a button to turn a microphone off.",5,0.11,Keyword/Text Analysis
Alexa,Is it safe to use?,Great addition to our breakfast room kitchen.  Tunes and information instantly available.  Slowly learning more features.,5,0.62,Keyword/Text Analysis
Alexa,Is it safe to use?,"When I got this Echo I was excited to have a device with better sound than my Dot and a hub to control some Hue bulbs.What I didn't realize and also wasn't fully communicated to me, is that you can't use Hue bulbs to their full potential with this device. You can only turn on and off the lights and set them to a number of preset colors. You also cannot update the bulbs to the newest firmare which is a security concern for me.Do not buy this if you want a full featured hub for your new IoT devices. If you do, you will end up needing to update to a standalone hub, which makes the hub inside this device redundant and pointless.I still love the echo and have zero complaints about the Alexa functionality or sound quality of this device. I'm only disappointed with the hub's functionalities.",2,0.07,Keyword/Text Analysis
Alexa,Is it safe to use?,"diversity, so many things to see and hear. Wealth of information",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"My difficulty is I dont have a cell phone,and now you cant download the alexa app on a Mac book air.  SO I am stuck, unable to program my echo show properly. In my opinion you should be able to tell the echo show what you need done. and the echo show does it. every time i ask for something I am referred back to the alexa app.on your mobile device, which I cannot access.To me this is not intelagence but dependence on other equipment to function.Every thing today is pushed to the phone,  because the phone has been made accessable,  to all those who wish  to gather information",4,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,I wanted to see my security video cameras without having to use my phone. Works great and extremely easy to set up.,5,0.91,Keyword/Text Analysis
Alexa,Is it safe to use?,"I have been hesitant to purchase anything smart home because I am just not good with electronics.  However this surprised me how easy it is to set up and it links to the Bluetooth in my sound bar for my TV which provides extra sound for music, I can make calls and finally hear people when home. I do not have cable, only the paid apps like Netflix and Hulu so when Alexa provided me news stations, weather and other updates it was really great to hear! I have linked all of my accounts to her, she turns on my lights before I walk through the door. She purchases re-orders off of Amazon for my pets and I heard if something bad happened at your home she would place a call to 911 regardless if she was unplugged or not.  This is important as an extra layer of protection for someone living alone.  My tech savvy bf went out and bought her after a week of me having her. Must buy!!!",5,0.12,Keyword/Text Analysis
Alexa,Is it safe to use?,I had a brand new echo Dot and thought that the refurbished would be just as good. It was quite different from my expectations. Refurbished unit did not even turn on and after a while I realized that the power adapter was faulty. There is no way for me to have Amazon send me a power adapter by itself according to the return options. I love Amazon and buy even my toilet paper through them but this was truly a let down.Update: Amazon contacted me and credited me enough to buy a new power adapter. This is why I shop on Amazon. I can always trust them to deliver on their products.,4,0.09,Keyword/Text Analysis
Alexa,Is it safe to use?,"When we first received this product, it was great.  However, about a week ago, the device served up a video advertisement around 10:30pm at night and scared myself and my family.  If you want to make sure you are protected and don't allow video directly in your home, the spot is not a device that can keep you safe.",1,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,I love the Echo Spot. This bedside alarm clock size device can do what theEcho Show can do. I was concerned because I already had a large Echo in mybedroom that answered to “Alexa” like the other devices in my home. I wasconcerned about having both devices answering at the same time when I discoveredthat I had other name choices (not enough for me but just enough to avoid confusion).I named him “Echo.” Now if I could only choose a male voice. I loved that I could link it tomy security camera and my new doorbell. So many more features. Don’t forget to buy thestand/base. So many advantages to having that. Read the reviews. Highly recommend.,5,0.09,Keyword/Text Analysis
Alexa,Is it safe to use?,"Alarm and music, information the weather",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,As you can see Echo Show is in kitchen. It far exceeds my expectation. There’s a wealth of information about any topic. If is customizable for sound and video. I also have Echo and Echo Dot. You can group them and have hole house music. Still not done exploring all it can do love it. Perfect for getting recipes so you can see them while you’re preparing to cook.,5,0.29,Keyword/Text Analysis
Alexa,Is it safe to use?,"We've owned a number of Echo devices, but have viewed them as more of a toy than a tool.  Other than playing music through a sound system, we haven't found much use for them.  We just don't find the voice user interface to be all that efficient.  The Echo Spot solves the efficiency problem by displaying the information that you're routinely interested in.  Furthermore, you can do some basic navigation using the touch screen as well as tailor the settings.  We now use these as bedside clocks.",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,Dont trust this....,1,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"We’ve had the original Echo for quite some time and just recently added the Show.  It was simple to setup and more inviting to use with the visual interface.  The Echo is being used as the primary interface for my connected home system which is currently only controlling lights and switches.  I look forward to expanding on that capability.  We also use it for maintaining lists, as a music player, general information, and entertainment.  I haven’t used the Show to shuffle through our favorite  photographs but will start that soon.",5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,Good hearing range and sound quality. It was a bit complicated to set up and she doesn't quite understand me a lot even when I am speaking slowly and clearly but I love the flash briefing feature and interfacing with my abode home security system.,4,0.44,Keyword/Text Analysis
Alexa,Is it safe to use?,After purchasing my Echo Spot to add to our other 4 Amazon Echoes...I am very pleased with the Echo Spot...I use  it with our Arlo Security cameras and Ring video doorbell and works without any problems...,5,0.0,Keyword/Text Analysis
Alexa,Is it safe to use?,"The Echoplus is a great extension for the Echo Dots in our home. I am a little disappointed that Alexa is not as good at information requests as Google. But as a start on home automation, she is very impressive.",5,0.5,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Great addition to the Alexa family, just wish it could use the screen more than backgrounds. Don't get me wrong I don't regret buying it especially for the primeday sale of $100 off sale price but for now the skills for the show are lacking.",4,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"i have not found a way to access my echo thorough my prime account.  I think it should be part of the top line with video, music, etc.  I also think the setup app where i define, for example music i like, is not well integrated into echo.  I have tried to ask for my playlist and echo is not sure even though i set up play list in my settings.  I also do not like the fact that my words have to be exact match of my playlist names, which i can never remember.I like the ready nature of echo to respond to most any queries.",4,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Mic hears everything but only understands about half the first time, it often takes multiple tries until it gives the correct result.",3,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"It does what it says it will do.  The picture quality is better than what I have been receiving on cable TV.  Only downside is if you pause the movie for more than a couple minutes it takes a long time to come back on and you often get a message that your internet speed is too slow (I'm clocking 300 mb at my house on a good day).  Also, voice command through Alexia doesn't work well, but that could be operator error.  All in all, for $20 you can't beat it.",4,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Sometimes while playing a game, you can answer a question correctly but Alexa says you got it wrong and answers the same as you.  I like being able to turn lights on and off while away from home.",4,-0.26,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Overall it's great and I like that I can see lyrics and the time and  date. However, sometimes it freezes and doesn't respond properly--no error message about lack of connectivity--it just stops. Resetting resolves the problem.",4,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"I love having this on my desk. The fact that I can video with friends, listen to music with the words right there, and see my Amazon Cloud Cam feeds from one location is pretty spectacular. I got this one sale too, which was stellar. It has me thinking I need another one for the front room.",5,0.18,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Was debating between a 4 and a 5 star review. The one challenge with the hub is that Phillips has added functionality that only works with their hub. Basic functionality works with this unit, but now I need two apps to set everything how I want it instead of one, which has caused some user issues. It's woken up a couple times without the trigger word, which I find highly unsettling. We have minor issues with it not always picking up what we say correctly, but it's usually just one or two repeats if that happens.The speaker is great quality and easily covers the kitchen/living room. The sleek design is not obtrusive. My girlfriend has had fun interacting with it and we've had entertaining conversations with it.",4,0.08,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"I love the fact, that I can unplug it, and take it to my basement when I want do laundry.",5,0.5,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Great device, features are awesome, the interaction is fantastic. Home automation works perfect if you link up your accounts correctly. My only issue is out of (4) Echo Shows (2) of them have been sent off for repair because of the screen glitching!! These are less than 3 months old and already having issues!First repairs were sent off and they “updated the firmware” when I got the device back nothing worked, I had to update to the newest firmware for it to work again. Then (2) weeks later the glitch starts up again!I love the show but I’m getting really frustrated with the glitching.",1,0.29,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"I have had the echo dot for about two weeks and am having fun with it. I set morning alarms, check the weather, have Alexa play various music (I bought inexpensive speakers to connect for better sound), and I'm learning her skills. A little tricky to connect to wifi initially, but after some trial and error it connected, and has stayed connected. So far, super satisfied. Will be buying one for my mother and one for my office.",5,-0.13,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Don't waste your money.  I own an echo gen 1, and echo gen 2 and a dot. They all do a far better job of voice recognition that the Echo Show.  In fact, it is so bad that it is virtually useless.  Also, the speaker is incredibly bass heavy....so much so that it is hard to understand voices.  I've worked to adjust the bass and punch the mids and treble, but it still sounds awful.  Finally, the screen just doesn't add much.  I can't see if from across the room, it rarely activates in any meaningful way, and when it doesn't, it is more of a distraction than a help.(Using FaceTime is so much more practicalthan using the Show.) I'm surprised Amazon didn't make this a little more useful than it is.  Perhaps in the future, but for now, it is a waste of time and money.",1,-0.07,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"We are still testing this one out and so far, we like it. I was very hesitant about putting a voice activated device in our home and this would be our first. Unfortunately, it sometimes gets our WiFi light bulbs mixed up and won't turn them on but we've been able to manage and fix it. I mean, it's convenient, especially for those unable to reach to turn off lights or electronics that you could hook up to the Dot. I do like that it plays music and has reminders, alarms, etc - I'm just still getting used to the fact that The Man is always listening now.",4,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"I have been thinking about getting this for a long time and was excited when it arrived bundled with a Philip Hue bulb.  The excited ended quickly.  I spend about a total of 4 hours attempting to add this bulb to my Alexa Echo Plus.  Everything I tried, ended in a Discovery Failed message.  I tried to set this up over and over and over again.  I watched YouTube videos.  I read set up websites.  I was the poster child of insanity (doing the same thing over and over again and expecting different results).The next day I went onto Amazon to get the tech support.  I was hoping something would be done to make this thing work, but also the problem not being operator error.  Well after 3 tech support staff and 1 hr. and 19 mins. of being on the phone, it still didn't work.  This product has tested my patience.  So far this experience is shifting my mindset from going to a smart home to just kicking it old school.The only reason I gave this two stars is because Amazon will be sending me a different Echo Plus and light bulb.  The problem wasn't the bulb, because before packing up the items, I purchased another bulb and still Alexa couldn't locate this device.I pray the next attempt is successful and then I will revise this rating, but what are the odds that I was shipped a defective Echo?  The support person had the same thought.  Maybe I should be exploring the Google device but I can't get over the look of that hub.  It looks like a defuser.I can't believe I didn't find YouTube videos that show the problems I did.  Everything looked simple and seamless...NOT the experience I had.  OK, I'm done with this review because I spend enough wasted time this weekend already.",2,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"There was something wrong with the first one that no even the rep I spoke with could fix. The replacement was registered to someone else. When the price of the Dot went down to $39.99 (same price as the refurbished ones), I bought a brand, spanking new one. No problem with the new one.",1,-0.19,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"It’s still a great product.But the sound quality does seem worse.Don’t get me wrong. You definitely get used to it within an hour. But it definitely feels like echo gen 1 sound quality was better.Besides that , it’s great.With the addition of being able to play Just over Bluetooth with no WiFi, it’s even better.",4,0.18,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,I bought this to compare the speaker quality to our first generation speaker and i like the sound better.  I will ship this to my daughter though because I like the fact that my first generation has a chargeable base that we bought which keeps it more mobile and she needs a better sound than what she has now.,5,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"i had a couple of echo dots previously - bought these _SPECIFICALLY_ for the Ring doorbell video / cloud cam display / interface capabilities. WAS NOT DISAPPOINTED. Love the fact that I can ask to see front yard / back yard / front door, etc.the video chat with the other rooms is also quite cool.BONUS: “Alexa show me Ant Man trailer, etc”i know this can all be done on laptop/desktop, but it’s cool now having an ‘appliance’ that’s always just there, and it doesn’t interrupt what i’m doing.",5,0.11,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"I am pleasantly surprised at the accuracy of Alexa. The unit is very responsive and can easily respond even with TV or music playing.I did pair two smart  bulbs and they go on, off and dim with ease using voice or app. Fidelity is very good for the size.My only regret is that I would have liked a silver model or a fabric cover but that is an unimportant issue.",4,0.29,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Unit came with the wrong plug, will have to send back to Amazon.",1,-0.77,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,Works great and simple to set up. Alexa is way more accurate than I imagined so Im using it more than I thought. Wish alarms could be set a bit further out but thats my only complaint.No she's not listening when you don't say the wake word so if you're worried you can lose the conspiracy theories. The speaker is great too so don't hold off on getting one if you were turned off by gen 1 like me.,5,0.38,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"This is a great tool (toy?), room-filling music, very convenient to use, just fun to have. Why only 4 stars? Supposed to work with Logitech Harmony remote: nope. Supposed to work with Denon AV receivers: nope. This may not be Amazon't fault, but advertised skills should actually work. We also have the Echo Show, and the Ring skill works correctly with that device when we want to see who is at the front door.",4,0.14,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,Usual reliable Alexa,5,3.33,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"This product is a complete waste of money. When you ask Alexa a question ""she"" either doesn't know the answer, gives you the wrong answer or finds information off of Wikipedia!",1,-0.32,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"Much easier to use than the dot. It picks up my voice from farther away and the speakers seem a lot cleaner sounding The screen is a nice perk but I only use it at bed time to listen to prime shows before bed, the screen is too small to watch shows..It displays my alarm in print so I know Alexa heard me correctly. and you can make you own clock face with personal pictures.  My only complaint is that they don't add the stand as standard. I didn't need it for my spot at my desk but definitely needed it beside the bed.Many people complain about the basic Alexa program but it is still such new tech that I'm not going to split hairs.  The echo was not as good as my dot and the spot is better than dot.  Alexa gets better over time and the skills are increasing weekly. Now Alexa even tells the difference between my son and my voice. I think Amazon is working overtime on this project. I gave feedback to ask to be able to have self made lists and now you can make and name lists for anything.I am so used to my Alexa that I talk to her even when I'm staying in a hotel and she's no where to be found.  Alexa, what time is it?  ALEXA???!!",4,0.04,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,"saving $10 is always nice and my son always says that buying refurbished means your are getting a new device or product for less, because it has been run through a diagnostics again and everything has been corrected.",5,0.0,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,This is the best Amazon speaker with Alexa in it.  But if you’re thinking it’s a good smart hub you’re wrong. Are you can do is connect your smart lights and devices to it and tell Alexa to Turn them on and off. That’s it! You’re better off buying separate hubs so you have more control of your devices.,3,0.34,Keyword/Text Analysis
Alexa,How accurate or reliable are the results?,Love the TV/movie selection. I really like the fact that I can just rent a movie if they don't have it in their selection.,5,0.42,Keyword/Text Analysis
